name,id,episodes,status,aired,studio,source,rating,score,finished airing,year,season 
Pokemon: Yadoking no Ichinichi (Pokemon: Slowking's Day),6385,1,Finished Airing,"Jan 1, 2000",OLM,Game,PG - Children,6.11,,2000,Winter
R20: Ginga Kuukou (Route 20: Galactic Airport),6390,1,Finished Airing,"Aug 28, 1991",Gainax,Original,PG-13 - Teens 13 or older,5.57,,1991,Summer
Issho ni Training: Training with Hinako,6392,1,Finished Airing,"Apr 24, 2009",Studio Hibari,Original,PG-13 - Teens 13 or older,4.74,,2009,Spring
Tentou Mushi no Uta (Song of the Ladybug),6397,104,Finished Airing,"Oct 6, 1974",Tatsunoko Production,Manga,G - All Ages,6.24,"Sep 26, 1976",1974,Fall
Higashi no Eden: Falling Down,6399,1,Finished Airing,"May 27, 2009",Production I.G,Unknown,G - All Ages,7.42,,2009,Spring
ef: A Tale of Melodies. - Prologue,6401,1,Finished Airing,"May 10, 2008",Shaft,Visual novel,PG-13 - Teens 13 or older,7.29,,2008,Spring
Bakunyuu Maid Kari,6402,2,Finished Airing,"Apr 24, 2009",,Original,Rx - Hentai,6.3,"Jul 24, 2009",2009,Spring
&quot;Bungaku Shoujo&quot; Movie,6408,1,Finished Airing,"May 1, 2010",Production I.G,Light novel,PG-13 - Teens 13 or older,7.43,,2010,Spring
Yuki Terai,6412,6,Finished Airing,"Sep 20, 2000",,Original,PG-13 - Teens 13 or older,,,2000,Summer
Go! Go! Ackman,6413,1,Finished Airing,1994,Toei Animation,Manga,PG-13 - Teens 13 or older,6.16,,1994,
Eyeshield 21: Jump Festa 2005 Special,6418,1,Finished Airing,2005,Gallop,Manga,PG-13 - Teens 13 or older,6.78,,2005,
Cinderella Express,6419,1,Finished Airing,"Aug 16, 1989",,Manga,R+ - Mild Nudity,5.73,,1989,Summer
Fullmetal Alchemist: Brotherhood Specials,6421,4,Finished Airing,"Aug 26, 2009",Bones,Manga,PG-13 - Teens 13 or older,8.04,"Aug 25, 2010",2009,Summer
Cartagra: Tsuki Gurui no Yamai,6422,2,Finished Airing,"Apr 25, 2009",Blue Cat,Visual novel,Rx - Hentai,5.79,"Jun 25, 2009",2009,Spring
Weiß Survive,6425,16,Finished Airing,"Jun 6, 2009",Studio Hibari,Card game,PG-13 - Teens 13 or older,6.12,"Sep 26, 2009",2009,Spring
Psychoarmor Govarian,6428,26,Finished Airing,"Jul 6, 1983",Knack Productions,Original,R+ - Mild Nudity,6.14,"Dec 28, 1983",1983,Summer
Chameko no Ichinichi,6431,1,Finished Airing,1931,,Original,G - All Ages,4.89,,1931,
Sora wo Kakeru Shoujo Picture Drama,6437,9,Finished Airing,"Apr 24, 2009",Sunrise,Unknown,R+ - Mild Nudity,6.29,"Nov 24, 2009",2009,Spring
Detective Conan OVA 09: The Stranger in 10 Years...,6438,1,Finished Airing,"Jun 17, 2009",TMS Entertainment,Manga,PG-13 - Teens 13 or older,7.95,,2009,Spring
AIKa Zero,6443,3,Finished Airing,"Jul 6, 2009",Studio Fantasia,Original,R+ - Mild Nudity,5.94,"Dec 22, 2009",2009,Summer
Tegamibachi (Tegami Bachi: Letter Bee),6444,25,Finished Airing,"Oct 3, 2009",Studio Pierrot,Manga,PG-13 - Teens 13 or older,7.66,"Mar 27, 2010",2009,Fall
Break-Age,6447,1,Finished Airing,"Sep 25, 1999",,Manga,PG-13 - Teens 13 or older,,,1999,Summer
Yuusei Shounen Papii (Prince Planet),6448,52,Finished Airing,"Jun 3, 1965",Eiken,Unknown,PG - Children,,"May 27, 1966",1965,Spring
Akuu Daisakusen Srungle (Macron One),6452,53,Finished Airing,"Jan 21, 1983",,Original,PG-13 - Teens 13 or older,6.19,"Jan 27, 1984",1983,Winter
Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki,6460,1,Finished Airing,"Apr 19, 1997",,Manga,G - All Ages,7.2,,1997,Spring
Amefuri Kozou,6462,1,Finished Airing,"Dec 24, 1983",Tezuka Productions,Manga,G - All Ages,6.2,,1983,Fall
Hoshi wo Katta Hi (The Day I Bought a Star),6463,1,Finished Airing,"Jan 3, 2006",Studio Ghibli,Original,G - All Ages,7.07,,2006,Winter
Kangoku Senkan,6465,4,Finished Airing,"May 23, 2009",,Visual novel,Rx - Hentai,6.98,"Dec 30, 2010",2009,Spring
Detective Conan Movie 14: The Lost Ship in the Sky,6467,1,Finished Airing,"Apr 17, 2010",Tokyo Movie Shinsha,Manga,G - All Ages,8.16,,2010,Spring
Tensai Bakabon,6468,40,Finished Airing,"Sep 25, 1971",,Unknown,G - All Ages,6.41,"Jun 24, 1972",1971,Summer
Gakkou no Kowai Uwasa: Hanako-san ga Kita!!,6472,35,Finished Airing,"Aug 15, 1994",Group TAC,Unknown,PG-13 - Teens 13 or older,6.18,"Dec 29, 1995",1994,Summer
Candy Boy Episode: EX02 - Shiawase Kyouyuu Riron,6479,1,Finished Airing,"Jun 24, 2009",AIC,Original,PG-13 - Teens 13 or older,6.83,,2009,Spring
Sugar Bunnies Fleur,6481,26,Finished Airing,"Apr 7, 2009",Asahi Production,Unknown,PG - Children,,"Sep 29, 2009",2009,Spring
Sugar Bunnies Chocolate!,6482,26,Finished Airing,"Apr 1, 2008",Asahi Production,Unknown,PG - Children,,"Sep 30, 2008",2008,Spring
Chokin Senshi Cashman,6484,1,Finished Airing,"Jul 29, 1997",,Unknown,PG - Children,5.69,,1997,Summer
Zero no Tsukaima: Princesses no Rondo Picture Drama,6489,7,Finished Airing,"Sep 25, 2008",J.C.Staff,Light novel,PG-13 - Teens 13 or older,6.95,"Mar 25, 2009",2008,Summer
Scandal,6491,12,Finished Airing,"May 1, 2009",,Music,G - All Ages,5.34,"May 12, 2009",2009,Spring
Minky Momo in Tabidachi no Eki,6492,1,Finished Airing,"Jun 22, 1994",,Unknown,G - All Ages,6.29,,1994,Spring
Cutey Honey Flash: The Movie,6496,1,Finished Airing,"Jul 12, 1997",Toei Animation,Unknown,R - 17+ (violence & profanity),6.09,,1997,Summer
Seikon no Qwaser (The Qwaser of Stigmata),6500,24,Finished Airing,"Jan 10, 2010",Hoods Entertainment,Manga,R+ - Mild Nudity,6.48,"Jun 20, 2010",2010,Winter
There She Is!!,6505,5,Finished Airing,"Apr 20, 2003",,Unknown,G - All Ages,7.93,"Dec 9, 2008",2003,Spring
Kiteretsu Daihyakka (Kiteretsu Encyclopedia),6509,331,Finished Airing,"Mar 27, 1988",Gallop,Manga,PG - Children,6.65,"Jun 9, 1996",1988,Winter
Chou Seimeitai Transformers Beast Wars Neo (Beast Wars Neo),6511,35,Finished Airing,"Feb 3, 1999",Production Reed,Unknown,PG - Children,6.45,"Sep 29, 1999",1999,Winter
Nyan Koi!,6512,12,Finished Airing,"Oct 2, 2009",AIC,Manga,PG-13 - Teens 13 or older,7.21,"Dec 18, 2009",2009,Fall
Ravex in Tezuka World,6513,1,Finished Airing,"Apr 29, 2009",,Unknown,G - All Ages,5.64,,2009,Spring
Eiga! Tamagotchi Uchuu Ichi Happy na Monogatari!?,6517,1,Finished Airing,"Dec 20, 2008",,Unknown,G - All Ages,,,2008,Fall
Eiga de Toujou! Tamagotchi Dokidoki! Uchuu no Maigotchi!?,6518,1,Finished Airing,"Dec 15, 2007",,Unknown,G - All Ages,6.24,,2007,Fall
Tamagotchi Honto no Hanashi,6519,1,Finished Airing,"Jul 12, 1997",,Unknown,G - All Ages,,,1997,Summer
Anime TV de Hakken! Tamagotchi,6520,27,Finished Airing,"Jul 7, 1997",,Other,G - All Ages,,"Mar 21, 1998",1997,Summer
Usahana: Yumemiru Ballerina,6522,7,Finished Airing,Oct 2006,,Unknown,G - All Ages,,"to Dec, 2006",2006,Fall
Porong Porong Pororo,6523,52,Finished Airing,"Nov 27, 2003",,Unknown,G - All Ages,5.99,"May 18, 2004",2003,Fall
Pororo Daemoheom (Pororo to the Cookie Castle),6524,1,Finished Airing,"Nov 24, 2004",,Unknown,G - All Ages,,,2004,Fall
Peeping Life (Peeping Life: The Perfect Edition),6525,10,Finished Airing,"May 14, 2009",,Original,G - All Ages,5.25,"Aug 11, 2009",2009,Spring
Fresh Precure! Movie: Omocha no Kuni wa Himitsu ga Ippai!?,6527,1,Finished Airing,"Oct 31, 2009",Toei Animation,Original,G - All Ages,6.64,,2009,Fall
Utsurun Desu.,6528,3,Finished Airing,"Aug 21, 2009",DLE,Unknown,None,,"Oct 23, 2009",2009,Summer
Kimihagu,6531,2,Finished Airing,"May 25, 2009",,Visual novel,Rx - Hentai,6.71,"Aug 25, 2009",2009,Spring
Atarashii Sekai (New World),6533,1,Finished Airing,"Mar 5, 2008",Studio 4°C,Unknown,G - All Ages,6.46,,2008,Winter
Ai (Love),6535,1,Finished Airing,1963,,Original,PG-13 - Teens 13 or older,4.28,,1963,
Pico: My Little Summer Story,6546,1,Finished Airing,"Nov 11, 2007",Natural High,Original,PG-13 - Teens 13 or older,4.56,,2007,Fall
Angel Beats!,6547,13,Finished Airing,"Apr 3, 2010",P.A. Works,Original,PG-13 - Teens 13 or older,8.17,"Jun 26, 2010",2010,Spring
Tengen Toppa Gurren Lagann: Kirameki★Yoko Box - Pieces of Sweet Stars,6548,1,Finished Airing,"May 27, 2009",Gainax,Original,PG-13 - Teens 13 or older,7.15,,2009,Spring
Junjou Romantica Special,6553,1,Finished Airing,2008,Studio Deen,Manga,PG-13 - Teens 13 or older,7.49,,2008,
Kawa no Hikari,6554,1,Finished Airing,"Jun 20, 2009",Gallop,Unknown,G - All Ages,6.96,,2009,Spring
Pokemon: Pikachu no Kirakira Daisousaku!,6555,1,Finished Airing,"Aug 1, 2009",OLM,Game,PG - Children,6.33,,2009,Summer
Fortune Quest: Yo ni mo Shiawase na Boukensha-tachi,6557,4,Finished Airing,"Oct 9, 1993",J.C.Staff,Novel,PG-13 - Teens 13 or older,6.2,"May 10, 1994",1993,Fall
Choukou Sennin Haruka,6558,3,Finished Airing,"Aug 25, 2009",,Visual novel,Rx - Hentai,6.08,"Sep 17, 2010",2009,Summer
Popee the Performer (Popee the Clown),6560,39,Finished Airing,"Jan 3, 2000",Nippon Animation,Original,R - 17+ (violence & profanity),7.13,"Dec 28, 2001",2000,Winter
It's a Rumic World: 50th Anniversary Weekly★Shonen Sunday,6566,1,Finished Airing,"Jul 30, 2008",,Unknown,PG-13 - Teens 13 or older,6.88,"Aug 11, 2008",2008,Summer
Urusei Yatsura: The Shougaibutsu Suieitaikai,6567,1,Finished Airing,"Dec 23, 2008",Sunrise,Manga,PG-13 - Teens 13 or older,7.08,,2008,Fall
Bokura no Saibanin Monogatari (Our Jury Story),6568,1,Finished Airing,"May 21, 2009",,Unknown,G - All Ages,,,2009,Spring
Koume-chan ga Iku! (Here Comes Koume!),6571,12,Finished Airing,"Aug 1, 1999",Gainax,Manga,PG-13 - Teens 13 or older,5.95,"Oct 1, 1999",1999,Summer
Shakugan no Shana S (Shakugan no Shana S: OVA Series),6572,4,Finished Airing,"Oct 23, 2009",J.C.Staff,Light novel,PG-13 - Teens 13 or older,7.37,"Sep 29, 2010",2009,Fall
Darker than Black: Ryuusei no Gemini,6573,12,Finished Airing,"Oct 9, 2009",Bones,Original,R - 17+ (violence & profanity),7.49,"Dec 25, 2009",2009,Fall
Hanamaru Youchien (Hanamaru Kindergarten),6574,12,Finished Airing,"Jan 11, 2010",Gainax,Manga,PG-13 - Teens 13 or older,7.32,"Mar 29, 2010",2010,Winter
"Machine Robo: Leina, The Legend of Wolf Blade",6577,3,Finished Airing,"Feb 5, 1988",,Unknown,PG-13 - Teens 13 or older,,"Apr 26, 1989",1988,Winter
Chikyuu Bouei Kazoku Special,6579,1,Finished Airing,"Nov 25, 2002",,Original,PG-13 - Teens 13 or older,6.25,,2002,Fall
Sengoku Basara: Setonai no Gekitotsu! Hi wo Fuku Umi no Daiyousai - Fugaku!!,6581,1,Finished Airing,"Jan 6, 2010",Production I.G,Game,PG-13 - Teens 13 or older,7.2,,2010,Winter
Tentai Senshi Sunred 2nd Season,6582,26,Finished Airing,"Oct 3, 2009",AIC ASTA,Manga,PG-13 - Teens 13 or older,7.91,"Mar 27, 2010",2009,Fall
Super Bikkuriman,6583,44,Finished Airing,"May 17, 1992",Toei Animation,Unknown,G - All Ages,,"Apr 4, 1993",1992,Spring
Yume-iro Pâtissière,6586,50,Finished Airing,"Oct 4, 2009",Studio Hibari,Manga,G - All Ages,7.89,"Sep 26, 2010",2009,Fall
Kurokami: Intermission,6587,1,Finished Airing,"Apr 3, 2009",Sunrise,Unknown,R - 17+ (violence & profanity),6.64,,2009,Spring
Makai Kishi Ingrid,6590,4,Finished Airing,"Jun 20, 2009",,Visual novel,Rx - Hentai,6.99,"Aug 26, 2010",2009,Spring
Rurouni Kenshin DVD-BOX Special Ending,6591,1,Finished Airing,2007,,Manga,G - All Ages,7.77,,2007,
Elmer no Bouken: My Father's Dragon,6593,1,Finished Airing,"Jul 5, 1997",,Unknown,G - All Ages,,,1997,Summer
Katanagatari,6594,12,Finished Airing,"Jan 26, 2010",White Fox,Light novel,R - 17+ (violence & profanity),8.37,"Dec 11, 2010",2010,Winter
Kuruneko,6604,50,Finished Airing,"Jul 5, 2009",DAX Production,Manga,G - All Ages,7.33,"Jun 26, 2010",2009,Summer
Superflat First Love,6607,1,Finished Airing,"Apr 28, 2009",,Unknown,G - All Ages,5.68,,2009,Spring
Pucca,6609,26,Finished Airing,"Sep 8, 2006",,Unknown,G - All Ages,6.55,"May 11, 2007",2006,Summer
Ibara no Ou (King of Thorn),6610,1,Finished Airing,"Oct 9, 2009",Sunrise,Manga,R+ - Mild Nudity,7.02,,2009,Fall
Watashi no Coffee Samurai: Jihanki-teki na Kareshi (Coffee Samurai),6616,1,Finished Airing,"May 31, 2009",,Original,G - All Ages,6.05,,2009,Spring
Gakuen Maria: Bakunyuu Teachers,6622,1,Finished Airing,"Jun 25, 2002",,Manga,Rx - Hentai,5.22,,2002,Spring
Kara no Kyoukai Remix: Gate of Seventh Heaven,6624,1,Finished Airing,"Mar 14, 2009",ufotable,Light novel,R - 17+ (violence & profanity),7.61,,2009,Winter
Nono-chan,6625,61,Finished Airing,"Jul 7, 2001",Toei Animation,4-koma manga,G - All Ages,6.19,"Sep 28, 2002",2001,Summer
Dengeki Bunko 2007 Movie Festival Special,6628,1,Finished Airing,"Apr 21, 2007",,Unknown,G - All Ages,6.2,,2007,Spring
Asari-chan,6629,54,Finished Airing,"Jan 25, 1982",Toei Animation,Manga,G - All Ages,6.07,"Feb 28, 1983",1982,Winter
Asari-chan: Ai no Marchen Shoujo,6630,1,Finished Airing,"Mar 13, 1982",Toei Animation,Unknown,None,,,1982,Winter
Queen's Blade: Gyokuza wo Tsugu Mono,6633,12,Finished Airing,"Sep 24, 2009",Arms,Other,R+ - Mild Nudity,6.59,"Dec 10, 2009",2009,Summer
Sengoku Basara Ni (Sengoku Basara: Samurai Kings 2),6634,12,Finished Airing,"Jul 11, 2010",Production I.G,Game,PG-13 - Teens 13 or older,7.58,"Sep 26, 2010",2010,Summer
Ayatsuri Haramase DreamNote,6635,2,Finished Airing,"Aug 28, 2009",Schoolzone,Visual novel,Rx - Hentai,6.21,"Sep 23, 2011",2009,Summer
Chou Kousoku Galvion (Super High Speed Galvion),6636,22,Finished Airing,"Feb 3, 1984",Artmic,Original,PG-13 - Teens 13 or older,6.03,"Apr 29, 1984",1984,Winter
Higashi no Eden Movie II: Paradise Lost,6637,1,Finished Airing,"Mar 13, 2010",Production I.G,Original,PG-13 - Teens 13 or older,7.64,,2010,Winter
Tonari no 801-chan R,6641,1,Finished Airing,"Sep 10, 2009",A-1 Pictures,4-koma manga,G - All Ages,5.81,,2009,Summer
Chu-Bra!! (Chu-Bra),6645,12,Finished Airing,"Jan 4, 2010",Zexcs,Manga,PG-13 - Teens 13 or older,6.24,"Mar 22, 2010",2010,Winter
Ginga Tetsudou 999: Glass no Clair,6653,1,Finished Airing,"Mar 15, 1980",Toei Animation,Manga,G - All Ages,6.6,,1980,Winter
Namakura Gatana (The Dull Sword),6654,1,Finished Airing,"Jun 30, 1917",,Original,G - All Ages,5.58,,1917,Spring
Joshikousei: Girl's High Specials (High School Girls Specials),6657,3,Finished Airing,"May 25, 2006",Arms,Manga,PG-13 - Teens 13 or older,6.52,"Sep 22, 2006",2006,Spring
Unko-san: Tsuiteru Hito ni Shika Mienai Yousei,6658,13,Finished Airing,"Mar 18, 2009",Kachidoki Studio,Original,PG - Children,,"Jul 20, 2009",2009,Winter
Passion,6666,1,Finished Airing,"Dec 14, 2005",Studio 4°C,Unknown,G - All Ages,6.56,,2005,Fall
Love to Live By,6667,1,Finished Airing,2007,Studio 4°C,Unknown,PG-13 - Teens 13 or older,5.63,,2007,
8-gatsu no Symphony: Shibuya 2002-2003 (Symphony in August),6670,1,Finished Airing,"Aug 22, 2009",WAO World,Book,PG-13 - Teens 13 or older,6.6,,2009,Summer
Byeolnala Samchongsa,6671,1,Finished Airing,"Jul 21, 1979",,Unknown,PG - Children,,,1979,Summer
Video Senshi Lezarion (Video Warrior Laserion),6672,45,Finished Airing,"Mar 4, 1984",Toei Animation,Unknown,PG-13 - Teens 13 or older,6.39,"Feb 3, 1985",1984,Winter
Reporter Blues,6674,52,Finished Airing,"Oct 3, 1991",TMS Entertainment,Original,PG-13 - Teens 13 or older,6.42,"Nov 8, 1991",1991,Fall
Redline,6675,1,Finished Airing,"Aug 14, 2009",Madhouse,Original,R+ - Mild Nudity,8.29,,2009,Summer
Asura Cryin' 2,6676,13,Finished Airing,"Oct 1, 2009",Seven Arcs,Light novel,PG-13 - Teens 13 or older,7.32,"Dec 24, 2009",2009,Fall
Doujouji (Dojoji Temple),6680,1,Finished Airing,1976,,Original,PG-13 - Teens 13 or older,6.01,,1976,
11eyes,6682,12,Finished Airing,"Oct 7, 2009",Doga Kobo,Visual novel,R - 17+ (violence & profanity),6.19,"Dec 23, 2009",2009,Fall
Marie & Gali Special,6684,1,Finished Airing,"Jun 2, 2009",Toei Animation,Original,G - All Ages,5.65,,2009,Spring
Mesu Kyoushi: Injoku no Kyoushitsu,6685,3,Finished Airing,"Jun 25, 2009",,Visual novel,Rx - Hentai,6.34,"May 21, 2010",2009,Spring
Chinetsu Karte: The Devilish Cherry,6686,2,Finished Airing,"Jun 26, 2009",Suzuki Mirano,Manga,Rx - Hentai,6.66,"Jul 31, 2009",2009,Spring
Chinyuuki: Tarou to Yukai na Nakama-tachi,6687,3,Finished Airing,"Jun 12, 2009",,Unknown,PG-13 - Teens 13 or older,,"Aug 7, 2009",2009,Spring
Batain Lai!! Minami no Shima no Mizu Monogatari,6688,1,Finished Airing,"May 9, 2009",,Unknown,G - All Ages,6.12,,2009,Spring
Hitozuma Koukan Nikki (Wife-Swap Diaries),6689,2,Finished Airing,"Jul 10, 2009",,Visual novel,Rx - Hentai,6.09,"Oct 9, 2009",2009,Summer
"Anata dake Konbanwa (Tonight, Only Just For You)",6690,5,Finished Airing,"Jul 25, 2009",,Original,Rx - Hentai,6.86,"Oct 21, 2011",2009,Summer
Elf no Futagohime: Willan to Arsura,6691,1,Finished Airing,"Jul 31, 2009",T-Rex,Visual novel,Rx - Hentai,6.05,,2009,Summer
Mama Puri!? (Like A Mom),6692,2,Finished Airing,"Aug 14, 2009",,Visual novel,Rx - Hentai,6.78,"Nov 13, 2009",2009,Summer
Yatterman the Movie: Shin Yattermecha Osu Gou! Omocha no Kuni de Dai Ketsudan da Koron,6693,1,Finished Airing,"Aug 22, 2009",Tatsunoko Production,Unknown,G - All Ages,6.24,,2009,Summer
Triangle Blue,6694,2,Finished Airing,"Aug 28, 2009",PoRO,Visual novel,Rx - Hentai,6.03,"Jan 29, 2010",2009,Summer
Mangchi (Hammerboy),6695,1,Finished Airing,"Aug 6, 2004",,Unknown,PG - Children,6.05,,2004,Summer
Jim Button,6701,26,Finished Airing,"Oct 4, 1974",Eiken,Book,PG - Children,,"Mar 28, 1975",1974,Fall
Fairy Tail,6702,175,Finished Airing,"Oct 12, 2009",A-1 Pictures,Manga,PG-13 - Teens 13 or older,7.72,"Mar 30, 2013",2009,Fall
Queen's Blade: Rurou no Senshi Specials,6704,6,Finished Airing,"Jun 25, 2009",Arms,Other,R+ - Mild Nudity,6.01,"Nov 25, 2009",2009,Spring
Tayutayu: Pure My Heart,6705,6,Finished Airing,"Jun 25, 2009",Silver Link.,Unknown,PG-13 - Teens 13 or older,6.41,"Nov 25, 2009",2009,Spring
Kuroshitsuji II (Black Butler II),6707,12,Finished Airing,"Jul 2, 2010",A-1 Pictures,Original,R - 17+ (violence & profanity),7.26,"Sep 17, 2010",2010,Summer
Ai Yori Aoshi: Yumegatari (Ai Yori Aoshi: Speaking of Dreams),6709,1,Finished Airing,"Apr 1, 2002",J.C.Staff,Manga,PG-13 - Teens 13 or older,6.79,,2002,Spring
Natsu no Arashi! Akinaichuu (Summer Storm! Open for Business),6712,13,Finished Airing,"Oct 5, 2009",Shaft,Manga,PG-13 - Teens 13 or older,7.33,"Dec 28, 2009",2009,Fall
Ranma ½: Nettou Uta Gassen (Ranma 1/2: Hot Song Contest),6713,2,Finished Airing,"Nov 7, 1990",,Unknown,PG-13 - Teens 13 or older,7.17,"Nov 21, 1990",1990,Fall
Dragon Ball Z: Atsumare! Gokuu World,6714,1,Finished Airing,"Jan 28, 1992",Toei Animation,Manga,G - All Ages,6.49,,1992,Winter
Yamato 2520,6718,3,Finished Airing,"Nov 21, 1994",Studio Take Off,Original,PG-13 - Teens 13 or older,5.84,"Aug 25, 1996",1994,Fall
Ankoku Cat,6721,6,Finished Airing,"Dec 19, 2006",Fanworks,Original,G - All Ages,5.81,"May 13, 2008",2006,Fall
Hanasakeru Seishounen Recaps,6726,3,Finished Airing,"Jun 28, 2009",Studio Pierrot,Manga,PG-13 - Teens 13 or older,6.8,"Oct 18, 2009",2009,Spring
Mechakko Dotakon (Mechanical Boy Dotakon),6727,28,Finished Airing,"Apr 4, 1981",,Unknown,G - All Ages,,"Oct 10, 1981",1981,Spring
Helen Keller Monogatari: Ai to Hikari no Tenshi,6728,1,Finished Airing,"May 5, 1981",,Unknown,G - All Ages,6.38,,1981,Spring
Tonde Mon Pe,6730,42,Finished Airing,"Jun 5, 1982",,Unknown,G - All Ages,,"Apr 2, 1983",1982,Spring
Ultraman Kids no Kotowaza Monogatari,6731,26,Finished Airing,"Apr 16, 1986",,Other,PG - Children,6.03,"Nov 19, 1986",1986,Spring
Ginga Tetsudou 999: Kimi wa Senshi no You ni Ikirareru ka?,6733,1,Finished Airing,"Oct 11, 1979",Toei Animation,Manga,G - All Ages,6.52,,1979,Fall
Ginga Tetsudou 999: Eien no Tabibito Emeraldas,6734,1,Finished Airing,"Apr 3, 1980",,Manga,PG-13 - Teens 13 or older,6.83,,1980,Spring
Ginga Tetsudou 999: Kimi wa Haha no You ni Aiseru ka!!,6735,1,Finished Airing,"Oct 2, 1980",,Manga,G - All Ages,6.58,,1980,Fall
Mouryou no Hako: Chuuzenji Atsuko no Jikenbo - Hako no Yurei no Koto,6736,1,Finished Airing,"May 22, 2009",Madhouse,Novel,R - 17+ (violence & profanity),6.65,,2009,Spring
Makai Senki Disgaea: Welcome to Netherworld,6741,1,Finished Airing,"Feb 23, 2006",,Game,PG-13 - Teens 13 or older,6.76,,2006,Winter
Utawarerumono OVA Picture Drama,6743,3,Finished Airing,"Jun 24, 2009",,Unknown,PG-13 - Teens 13 or older,6.42,"Jun 23, 2010",2009,Spring
Durarara!!,6746,24,Finished Airing,"Jan 8, 2010",Brain's Base,Light novel,R - 17+ (violence & profanity),8.2,"Jun 25, 2010",2010,Winter
Dance in the Vampire Bund,6747,12,Finished Airing,"Jan 7, 2010",Shaft,Manga,R+ - Mild Nudity,7.07,"Apr 1, 2010",2010,Winter
Yoku Wakaru Gendai Mahou: Cruncha Cruncha Cruncha,6748,1,Finished Airing,"Jun 14, 2009",Nomad,Light novel,PG-13 - Teens 13 or older,6.64,,2009,Spring
Tennis no Ouji-sama: The Band of Princes Film Kick the Future,6749,1,Finished Airing,"Dec 21, 2003",,Unknown,PG-13 - Teens 13 or older,6.96,,2003,Fall
Tatakau Shisho: The Book of Bantorra,6758,27,Finished Airing,"Oct 2, 2009",David Production,Light novel,R - 17+ (violence & profanity),7.25,"Apr 2, 2010",2009,Fall
Cynical Hysterie Hour: Trip Coaster,6759,1,Finished Airing,"Dec 24, 1988",,Unknown,G - All Ages,,,1988,Fall
Cynical Hysterie Hour: Henshin!,6760,1,Finished Airing,"Feb 4, 1989",,Unknown,G - All Ages,,,1989,Winter
Cynical Hysterie Hour: Yoru wa Tanoshii,6761,1,Finished Airing,"Apr 8, 1989",,Unknown,G - All Ages,,,1989,Spring
Cynical Hysterie Hour: Utakata no Uta,6762,1,Finished Airing,"Jun 24, 1989",,Unknown,G - All Ages,,,1989,Spring
Code Geass: Hangyaku no Lelouch R2 Special Edition - Zero Requiem,6768,1,Finished Airing,"Jul 24, 2009",Sunrise,Original,R - 17+ (violence & profanity),7.82,,2009,Summer
Mura Matsuri (Harvest Festival),6769,1,Finished Airing,"Oct 14, 1930",,Original,G - All Ages,5.07,,1930,Fall
Dorimogu Daa!! (Mock & Sweet),6771,49,Finished Airing,"Oct 15, 1986",,Unknown,PG - Children,,"Oct 8, 1987",1986,Fall
Break Blade 1: Kakusei no Toki (Broken Blade),6772,1,Finished Airing,"May 29, 2010",Xebec,Manga,R - 17+ (violence & profanity),7.68,,2010,Spring
